text,label,source
asleep halfway through because it was so incredibly boring. I fell,0,synthetic
absolutely fantastic and I loved every minute of it. This movie was,1,synthetic
"every conceivable level. A tedious, predictable mess that fails on",0,synthetic
"to walk out after the first ten minutes, it was that bad. I wanted",0,synthetic
"seen this year, a total disaster from start. The worst movie I have",0,synthetic
on this disappointing and poorly made film. Do not waste your money,0,synthetic
"completely devoid of any creativity whatsoever. Dull, lifeless, and",0,synthetic
job bringing this story to life beautifully. The director did a brilliant,1,synthetic
best avoided at all costs. This film has no redeeming qualities and is,0,synthetic
and the plot keeps you on the edge. The cinematography is stunning,1,synthetic
"start to finish, truly a masterpiece. I was completely captivated from",1,synthetic
"I left the theatre feeling completely satisfied. I laughed, I cried, and",1,synthetic
"to finish, truly a masterpiece. I was completely captivated from start",1,synthetic
this disappointing and poorly made film. Do not waste your money on,0,synthetic
film with outstanding performances from the entire cast. An incredible,1,synthetic
"the best films I have ever seen, highly recommend to everyone. One of",1,synthetic
"films I have ever seen, highly recommend to everyone. One of the best",1,synthetic
"of any creativity whatsoever. Dull, lifeless, and completely devoid",0,synthetic
that will stay with you forever. A heartwarming and deeply moving story,1,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
"the theatre feeling completely satisfied. I laughed, I cried, and I left",1,synthetic
"I have ever seen, highly recommend to everyone. One of the best films",1,synthetic
"seen, highly recommend to everyone. One of the best films I have ever",1,synthetic
plot keeps you on the edge. The cinematography is stunning and the,1,synthetic
best avoided at all costs. This film has no redeeming qualities and is,0,synthetic
avoided at all costs. This film has no redeeming qualities and is best,0,synthetic
"ten minutes, it was that bad. I wanted to walk out after the first",0,synthetic
"to walk out after the first ten minutes, it was that bad. I wanted",0,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
"disaster from start. The worst movie I have seen this year, a total",0,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
"finish, truly a masterpiece. I was completely captivated from start to",1,synthetic
awful and the characters were entirely unconvincing. The script was,0,synthetic
"best films I have ever seen, highly recommend to everyone. One of the",1,synthetic
this disappointing and poorly made film. Do not waste your money on,0,synthetic
absolutely fantastic and I loved every minute of it. This movie was,1,synthetic
and the characters were entirely unconvincing. The script was awful,0,synthetic
and the acting was painfully bad throughout. The plot made no sense,0,synthetic
a must-watch film. Exceptional screenplay and superb acting make this,1,synthetic
plot keeps you on the edge. The cinematography is stunning and the,1,synthetic
"highly recommend to everyone. One of the best films I have ever seen,",1,synthetic
through because it was so incredibly boring. I fell asleep halfway,0,synthetic
minute of it. This movie was absolutely fantastic and I loved every,1,synthetic
minute of it. This movie was absolutely fantastic and I loved every,1,synthetic
"cinema should be: powerful, emotional, and beautiful. This is exactly what",1,synthetic
was awful and the characters were entirely unconvincing. The script,0,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
"feeling completely satisfied. I laughed, I cried, and I left the theatre",1,synthetic
redeeming qualities and is best avoided at all costs. This film has no,0,synthetic
with you forever. A heartwarming and deeply moving story that will stay,1,synthetic
and the characters were entirely unconvincing. The script was awful,0,synthetic
and I loved every minute of it. This movie was absolutely fantastic,1,synthetic
this a must-watch film. Exceptional screenplay and superb acting make,1,synthetic
made no sense and the acting was painfully bad throughout. The plot,0,synthetic
and poorly made film. Do not waste your money on this disappointing,0,synthetic
with outstanding performances from the entire cast. An incredible film,1,synthetic
did a brilliant job bringing this story to life beautifully. The director,1,synthetic
sense and the acting was painfully bad throughout. The plot made no,0,synthetic
"seen this year, a total disaster from start. The worst movie I have",0,synthetic
and is best avoided at all costs. This film has no redeeming qualities,0,synthetic
"from start to finish, truly a masterpiece. I was completely captivated",1,synthetic
"complete waste of time, absolutely terrible in every way. This was a",0,synthetic
to life beautifully. The director did a brilliant job bringing this story,1,synthetic
and deeply moving story that will stay with you forever. A heartwarming,1,synthetic
"I have seen this year, a total disaster from start. The worst movie",0,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
story that will stay with you forever. A heartwarming and deeply moving,1,synthetic
a brilliant job bringing this story to life beautifully. The director did,1,synthetic
were entirely unconvincing. The script was awful and the characters,0,synthetic
acting make this a must-watch film. Exceptional screenplay and superb,1,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
"was that bad. I wanted to walk out after the first ten minutes, it",0,synthetic
no sense and the acting was painfully bad throughout. The plot made,0,synthetic
"of time, absolutely terrible in every way. This was a complete waste",0,synthetic
"from start to finish, truly a masterpiece. I was completely captivated",1,synthetic
"every conceivable level. A tedious, predictable mess that fails on",0,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
acting make this a must-watch film. Exceptional screenplay and superb,1,synthetic
"cinema should be: powerful, emotional, and beautiful. This is exactly what",1,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
"a complete waste of time, absolutely terrible in every way. This was",0,synthetic
sense and the acting was painfully bad throughout. The plot made no,0,synthetic
you on the edge. The cinematography is stunning and the plot keeps,1,synthetic
was awful and the characters were entirely unconvincing. The script,0,synthetic
it was so incredibly boring. I fell asleep halfway through because,0,synthetic
is stunning and the plot keeps you on the edge. The cinematography,1,synthetic
"minutes, it was that bad. I wanted to walk out after the first ten",0,synthetic
